,id,label,d2v
3773,4046,3,"[-0.45859435 -0.31658718  0.25479832  0.7749417  -0.29551208  0.19532253
  0.6863455   1.0623485  -1.1623908  -0.95085216]"
3774,4047,3,"[ 1.4677109   0.5600134   0.8458839  -0.5908993  -0.5138704   0.68773115
 -0.04741239  0.32020336 -1.2509011  -0.81233597]"
3775,4049,4,"[ 0.3653023  -1.6969799   0.67396086  0.29314578 -0.5334553  -0.38768882
  0.24866363  0.86990565 -1.2701349  -1.3330309 ]"
3776,4050,4,"[ 0.84516925 -0.00704396  1.3007483   1.006294    0.19667102 -0.09987719
  0.24340418  1.3122218  -0.13612981  0.7860024 ]"
3777,4051,1,"[-0.2019026  -1.0584879   1.0404004   0.8943712   0.43336374  1.0439274
  0.52938366  0.86664784 -0.02696116 -1.3716502 ]"
3778,4052,3,"[ 0.32744455 -0.66093236  0.4653888  -0.81302434 -0.5822055   0.33940458
  0.14602725  1.4070103  -0.76779413 -1.6553962 ]"
3779,4053,4,"[ 1.3961393   0.4337455   1.1278753   1.0213848   0.11952771 -0.02695488
 -0.3019961   1.6369454   0.35694167  0.39919618]"
3780,4054,2,"[ 1.5144919   0.4749473   1.5649521   1.1969793  -0.40467456  0.8796347
 -0.14720373 -0.00962184 -0.9575208  -0.7786077 ]"
3781,4055,3,"[ 0.22236298  0.6016738   0.8780568   0.5632093   0.22238556 -1.5725855
 -0.24176465  1.3930798  -0.18356021 -0.3467237 ]"
3782,4057,2,"[ 0.3938109   0.28200135  1.4593132   0.7840842   0.4521168   0.37285572
  1.0642848   1.0080246  -0.11778997 -1.0795778 ]"
3783,4058,3,"[-0.393014   -0.8177757   0.12853993  0.00601439 -1.4518455  -0.1756058
 -0.17757595  2.5354075  -0.5288647  -1.0893713 ]"
3784,4060,4,"[ 0.0516583   0.1638312   0.6872891   0.06574326 -0.07253641  1.1093175
 -0.8009335   0.8966927  -0.45046833 -1.6443222 ]"
3785,4061,2,"[ 0.7971885   0.617876    0.30715415  1.4428643   0.24646871  0.48486385
  1.4182223   1.63826    -0.46937102 -0.39479062]"
3786,4062,2,"[ 0.5487535  -0.43917325  0.44425774  1.6425829  -1.595986    0.58422124
 -0.509763    1.8839926   0.13052018 -1.3454055 ]"
3787,4063,4,"[ 0.9215141   0.0136662   1.4751508   1.3001764   0.24839833  0.56416094
  0.34755245  0.77672565 -0.17128703 -0.44743204]"
3788,4064,2,"[ 0.96408904  0.57702196  0.6692492   1.1163472  -0.07482012 -0.30943084
  0.22075829  0.62609565 -0.03391651 -0.3584032 ]"
3789,4065,2,"[ 0.36672312  0.31301993  1.291761    0.50092393 -0.14534602  0.48193488
  0.03753785  0.5739004  -0.6869528  -0.17947549]"
3790,4066,4,"[ 0.75851023  0.49207503  1.4994425   1.1640129   1.0229989   0.5949047
  0.08066782  0.99323857 -0.40232638  0.36731604]"
3791,4067,3,"[-0.17617233 -1.4516695   0.6111803   0.99335134 -0.2987758   0.03574248
  0.47888398  1.158471   -0.08064515 -1.347518  ]"
3792,4068,2,"[ 0.74176764 -0.04756916  0.59174603  0.32946253  0.06140298 -0.9738843
 -0.719864    0.6326491  -1.0364683  -0.93571836]"
3793,4069,3,"[-0.93589807 -0.5612524   1.1846215  -0.35824302 -0.77067614  0.6910502
  0.62061274  0.70257795 -1.6150243  -1.5296618 ]"
3794,4070,2,"[ 1.003334    0.3987528   1.4644616   0.87306035 -0.09481257  1.1486785
  0.5775347   0.02274046 -0.31586897 -1.5878507 ]"
3795,4071,2,"[ 1.1746366e+00  7.2864968e-01  1.1900023e+00  1.5619437e-01
 -9.8218836e-02  1.9435981e-01  2.8389329e-04  1.4222481e+00
 -5.6012619e-01 -2.7627629e-01]"
3796,4072,4,"[ 0.44713038 -0.48361352  0.98458374  1.0756637  -0.03564549 -0.26721168
  0.7152156   1.0490259   0.14405923 -0.7696212 ]"
3797,4073,2,"[ 0.8566008  -1.3397517   1.3875213   0.6515985   0.36470705  0.175954
  1.7537018   0.73393035 -0.14001577 -0.50001234]"
3798,4074,2,"[ 1.1748048  -0.13999657  1.0994995   1.663165   -0.531183    0.49527663
  0.72140115 -0.00504579 -0.77076554 -0.9370895 ]"
3799,4075,2,"[ 0.53931904  0.5674793   0.8344997   0.9178192   0.12054978  0.86298716
  0.4225084   1.1130129  -0.373728   -0.6120491 ]"
3800,4077,1,"[ 1.2699658  -0.01930621  0.9889263   0.39853036  0.31010342  0.38762927
  0.8926676  -0.54924756 -1.1452814  -1.529724  ]"
3801,4079,3,"[ 0.0569521   0.05504847  1.0724657   0.9555116  -0.68544567 -0.23709202
  0.05082434  0.74565893 -0.89770305 -1.0818387 ]"
3802,4080,3,"[-0.26041186  1.8186119   0.793601    0.43922105 -0.18817669 -1.8863565
  0.03729777  0.37742567 -0.32252216 -0.4713953 ]"
3803,4081,3,"[-0.02662778  0.4253319   1.1254891   0.5951344  -0.23244524  1.2136316
  0.35789534  0.14285608 -0.67711866 -1.4113754 ]"
3804,4082,3,"[ 0.59787047  0.41948354  0.23057202  1.948179   -0.32545906 -1.8785985
 -0.5935138   1.2843907  -0.8410125  -0.80541915]"
3805,4084,4,"[ 0.4731611   0.05260496  0.49857828  1.1618409   0.29732302  0.67906284
  0.84704924  1.4241197  -0.24386285 -0.87860936]"
3806,4085,3,"[ 0.887816   -0.31189665  0.5070728   0.14724693 -0.34285668  0.53949857
 -0.07214893  0.9545111   0.1946045  -1.8802704 ]"
3807,4086,3,"[-0.58040035 -2.113446    0.9307539  -0.10951525 -0.50633574 -0.50794256
  0.16841014  1.9311646  -0.23845503 -0.49418506]"
3808,4087,2,"[ 1.1223942   0.02734896  0.5333958  -0.02129263  0.77978605 -0.6577596
 -0.00749601  1.7396629  -0.6982296   0.58039045]"
3809,4088,2,"[ 1.0583668   0.32412133 -0.32167837  0.566089    0.86476105 -0.80442595
  0.8857939   0.8817055  -0.76830965  0.06723491]"
3810,4089,4,"[ 0.75043416  0.19929695  0.6878855   1.1247077   0.540745    0.67922586
  0.5579189   0.6197027  -0.04986763 -0.75172645]"
3811,4090,2,"[ 0.8814992   0.15796058 -0.6066942   0.6082132   0.7649434  -0.26574287
  0.33807203  1.1032592  -0.95204973 -0.39179292]"
3812,4091,3,"[-0.316492   -1.0637761   1.0777531   0.56054354 -0.05645422 -0.43845865
  0.18876587  2.0247023   0.54350257 -0.07457184]"
3813,4092,3,"[ 0.37553522 -0.2234315   0.33807763  1.4992106  -0.69661397 -0.39833203
  1.3535864   0.42992935 -1.143355    0.25918955]"
3814,4093,3,"[ 1.3839736  -0.02036073  0.7610492   0.7993055   0.7875485   0.73265356
  0.24724582  0.22933692 -0.19547142 -0.20674874]"
3815,4094,3,"[ 1.1267881  -0.367157    1.4060136   1.1486293  -0.81360716 -0.40005395
  1.3151277   0.7215963  -0.36305353 -0.39055568]"
3816,4095,1,"[-0.15855712 -1.0931928  -0.46595448  0.9191627  -0.11760944  0.44717196
 -0.30776665  1.9365675  -0.7236041  -0.7674393 ]"
3817,4096,1,"[ 1.0828058  -0.8024887   0.63831675  0.6274288  -0.93132526  0.0721052
  0.55052656  0.5626366  -0.5285025  -1.1404932 ]"
3818,4097,2,"[ 0.65861255 -0.0651129   0.18625814  0.2649331   0.75739056 -0.34043607
  0.07248233  1.1230105  -0.42498827 -0.60399705]"
3819,4099,4,"[-0.7301831  -0.67260516  0.2813653   0.8722077   0.24963526  0.25358802
  0.16255365  1.4971985  -0.556019   -0.83124304]"
3820,4100,3,"[ 0.09789476 -0.11484424  0.93742716  0.2576143  -0.20546477  1.0139726
  0.57886344  0.56905705 -0.7759111  -0.8894497 ]"
3821,4101,1,"[ 0.4996989   1.2350466   0.5790016   1.5819975   2.9639685  -0.5575692
  0.27222756 -0.8834616  -0.6853741  -0.7936818 ]"
3822,4102,4,"[ 0.6444154  -0.41132274  1.8140914   0.709216   -0.19217242  0.5260306
  0.7709356   0.63463765 -1.0366427  -0.05944161]"
3823,4103,1,"[-0.21916723 -0.27900898  1.1598572   0.8618883   0.5238803   0.75830793
  0.368686    0.49950445 -0.05367935 -0.8110983 ]"
3824,4104,3,"[ 1.1051533   1.2192123   0.5163258   0.9418691   1.5380713  -0.21641906
  0.81934965 -0.49484006 -0.8502762  -1.1224184 ]"
3825,4105,2,"[ 0.87769395  0.448308    1.4031689   0.93933135 -0.73463655  0.5801835
 -0.03917015  0.93224657 -1.1582168   0.23285814]"
3826,4106,2,"[ 0.6082821  -0.37438807  0.9339967   0.61163074 -0.00419139  0.81746584
 -0.12725668  0.6288983  -0.31565845 -1.0383894 ]"
3827,4107,4,"[ 0.89624155  0.6015468   0.51265377  0.29514894  0.12971781  0.71847975
 -0.17309614  1.3911134   0.2055483  -1.268619  ]"
3828,4108,4,"[ 0.63321036  0.26539248  1.1174546   1.2884178  -0.6992099   0.66082317
 -0.06726903  0.7015799  -0.8293517  -0.83465636]"
3829,4109,4,"[ 0.57473177  0.47145042  0.53560454  0.23868375  0.08913178  0.07875346
  0.09975129  2.1252146   0.56796074 -0.92847407]"
3830,4110,3,"[-0.13292982  0.06407037  0.67300403  2.1509542  -1.1034402  -0.2821835
  0.93289137  0.6244649  -0.9510102  -0.5678115 ]"
3831,4111,3,"[ 0.01350087 -0.16873449  0.57145786  1.2467841   0.04764017  0.7554327
 -0.2914076   0.7417545  -0.29955462 -2.0337565 ]"
3832,4112,2,"[ 0.40509576  0.18421058  0.39739436  0.7597088   0.66713274  0.19811317
  0.2119259   0.61427754 -0.15772252 -0.53493017]"
3833,4113,3,"[-0.3320456   0.40893677  1.1932275   0.6387173  -1.4543971  -0.00417664
 -0.16802594 -0.144818   -1.6981208  -0.8083905 ]"
3834,4114,4,"[-0.17297943  0.7942225   0.85627973  0.50951076 -0.12605317  0.2533842
  0.513137    1.3027705  -0.22432096 -0.31722876]"
3835,4115,2,"[ 0.20235175  0.8248456   0.6960971   0.73145163 -0.04120641  0.89729947
 -0.10643886  1.3628099   0.7290567  -0.9763335 ]"
3836,4116,3,"[-0.24805923  0.46879756  0.00538531  0.7198399   0.6013474   0.7521584
  0.5063562  -0.6648169  -1.5355448  -3.348083  ]"
3837,4117,4,"[ 0.60005754  0.6332684   0.38589975  0.698666    0.01169223  0.47648573
  0.4979898   0.93071616 -0.34480527 -0.36801243]"
3838,4118,1,"[ 0.15776744 -0.20233186  0.3468536   1.0840338  -1.1248122   0.19909321
  0.27860275  1.829128   -0.35273796 -1.5531989 ]"
3839,4119,4,"[ 0.4203594   0.25505498  1.4988894   0.75324607 -0.15767452  0.05298361
  0.46385944  0.73312974 -0.2253671  -0.6532746 ]"
3840,4121,4,"[ 0.5505195  -0.5588043   1.2020012   1.1464931   0.05612574  0.06119884
  0.2752559   0.9507744  -0.33788028 -0.7698717 ]"
3841,4122,1,"[ 0.51719815 -0.37199497  0.82572925  0.19925253 -0.70182157 -0.79203874
  1.1900878   1.0150697  -0.3780006  -0.15737674]"
3842,4123,3,"[ 0.7775688  -0.28557524  0.84908986  1.0926228  -0.84894425  0.00197616
  0.45744067  1.151946   -0.69704825 -0.96399146]"
3843,4124,3,"[ 1.3218364  -1.2960243   0.89490306  2.1165545  -0.28851652 -2.8919182
  0.36652023  2.2271314   2.0578783  -0.06322632]"
3844,4125,4,"[ 0.8304026  -0.8073065   1.4637706   0.5970516  -0.1829708   0.4656418
  0.88264894  0.37251937 -1.1724062  -0.05366474]"
3845,4126,1,"[ 0.80597615 -0.5810617   0.6314484   0.80504274 -0.03108743  0.00438481
  0.86491597  0.7437308   0.4066551  -0.5755841 ]"
3846,4127,3,"[-0.4655871  -0.83114153  0.41593534  0.32568687 -1.5535744  -0.25500515
  0.19825427  2.1814008  -1.4147593  -1.2486743 ]"
3847,4128,4,"[ 0.466984    0.26678386  0.38602796  1.2692136   0.22971591  0.39954385
  0.68033165  1.3357576  -0.14319701 -1.0153977 ]"
3848,4129,2,"[ 0.63547176 -0.8118636   0.9996389   0.70535254  0.6803921   0.02005983
  1.0647252   1.4079711  -0.18643945 -0.48393825]"
3849,4130,4,"[ 0.0659169   0.0140963   0.93140125  1.6324606   0.80156463  0.2777065
  0.42942086  0.500609   -0.43960515 -0.6302843 ]"
3850,4131,2,"[ 0.6784702   0.21861234  0.7727009   0.11291023  0.4618511  -0.90790117
  0.58785063  1.246335   -0.1541866  -0.6364157 ]"
3851,4132,3,"[ 0.14864533  0.7146718   0.6851046   0.25278184 -0.43633255  0.7569988
 -0.3078967   0.70232785 -0.73896223 -0.75545055]"
3852,4133,4,"[ 0.7781951   0.62082464  0.32246864  0.91644955  0.90273046 -0.03649984
  0.2478311   1.1077347   0.11874222 -0.05383419]"
3853,4134,1,"[ 0.09336083  0.37653634  2.3767421   1.1674042   0.2555103   0.3517885
  0.82298625 -0.0202145  -0.48024943  0.35990146]"
3854,4135,4,"[-0.47456217 -0.7011425   0.33165556 -0.2093499  -0.17048568  0.76874566
  1.6974293   1.4283245  -1.7868731   0.02746602]"
3855,4136,3,"[-0.47184655 -0.39683062 -0.11229459  1.3264632   1.6238365   0.32163733
 -0.38185588  0.6614573  -0.43534398 -0.38656282]"
3856,4137,2,"[ 1.8985945   0.97878975  1.1823452   0.10071503  0.34760365 -1.2633014
 -0.31455752 -0.29880786 -0.81293     0.27251956]"
3857,4138,2,"[ 0.68560123  0.4746782   0.654115    0.60950434  0.21481413  0.99049604
  0.89739865  0.87687457 -0.76296496 -0.40085262]"
3858,4141,3,"[-0.0029266   0.02161089  0.3351349   0.5649448   0.82239586  0.95194304
  0.14322138  1.7167633  -0.06086861 -1.0403512 ]"
3859,4142,2,"[ 0.8952979   1.4731992   0.9050678  -0.01486611  2.0445635   0.05738069
  0.6952312  -0.72619116 -0.5719471  -0.00303865]"
3860,4143,3,"[ 0.4152646   0.95210624  0.36995447  1.246831    1.8450551  -0.16782828
  0.91945523 -0.85317373 -0.93256605 -1.7219081 ]"
3861,4144,3,"[ 0.3826114   0.632646    0.50600713  1.1607964  -1.4136753  -0.28650206
  0.9660319   0.1965215  -0.28859246 -1.0554297 ]"
3862,4145,3,"[-0.37516102 -0.28920847  1.5639653   0.22703277 -1.1824241   0.05414928
  1.4201131   1.4047226  -0.7697661  -0.9402187 ]"
3863,4146,3,"[ 1.489237    0.25719807 -0.6727306  -0.68663657 -0.586501   -0.02649103
  0.96609116  0.07309547 -2.6035519  -0.17873593]"
3864,4147,2,"[ 0.19780457  0.26964915  0.9021294   0.514639    0.26003575 -0.24255395
  0.17497666  1.4795463   0.26448628  0.11765317]"
3865,4148,2,"[ 1.2795258  -0.14733025 -0.07569759  1.6787932   1.2287629   0.4270728
  0.65188974 -0.6111821  -0.30874923 -1.504062  ]"
3866,4149,3,"[ 0.0881626   1.2721639   0.6827527   0.17410281 -0.3609537  -1.0395315
 -0.31056577  1.6170529  -0.4991301  -1.0176452 ]"
3867,4150,1,"[ 0.07248884 -0.7201563   0.5924569   0.62924343 -0.20021342  0.14733246
  0.27124414  1.6317918   0.27311367 -1.5529754 ]"
3868,4151,4,"[ 1.1297835  -0.86301976  0.56053555  1.5026487  -0.10297202 -0.5578347
  1.6678686  -0.5995713  -0.8399887  -1.3034652 ]"
3869,4152,4,"[ 0.3443393  -0.04683481 -0.19000784  0.90194494  0.13432479 -0.32053378
  0.62520766  1.6079397  -0.52785605 -0.95744276]"
3870,4153,2,"[ 0.79309624 -0.15801233  0.14415662  0.6335222   0.6847374  -0.2945524
 -0.19202664  1.2562579  -0.546807   -0.64119726]"
3871,4154,1,"[ 0.91394126  1.0315295   1.2388382  -1.3106464  -0.5845076   1.7511913
 -0.6854129   2.170168   -1.431856    1.0680848 ]"
3872,4155,2,"[ 0.43013352 -1.2229279   0.9996528  -0.21796006  0.56483144 -1.2379384
  1.1677464   1.6530141  -0.528002   -0.7504463 ]"
3873,4156,3,"[ 1.0625837   0.8085178   0.64783275  1.3322948   1.3726141  -0.3861027
  0.53024966  0.24476455 -0.02736207 -1.0530075 ]"
3874,4159,2,"[ 0.41691068  0.5034842   1.3940874   0.68208086 -0.04785368  0.12565286
  0.6422941   0.8852876   0.177487   -0.56250745]"
3875,4160,4,"[ 0.96179295  0.48007825 -0.39596975  1.4425676   0.2562932   0.00219311
  0.7103335   1.7596127  -0.6601152  -0.2950573 ]"
3876,4161,3,"[-0.04604429  0.07710449  1.6088595   1.0730562  -0.4609244   0.7727509
  0.48081702  0.97997     0.2688651  -0.36035085]"
3877,4162,4,"[ 0.6265749   0.35186338  0.8052204   0.3910917   0.8690677  -0.00542057
  0.7298472   1.7243108  -0.21436009 -0.5717836 ]"
3878,4163,2,"[ 0.3913255  -0.68592566  0.24458368  0.6894647   0.8553145  -0.6061503
 -0.10409033  2.163397    0.40695852 -1.7013314 ]"
3879,4164,1,"[-1.2859474  -0.6337712   1.311339    0.8499018  -1.2156057   0.29657283
  0.5728858   1.621333   -1.6327775  -0.58825296]"
3880,4165,3,"[-0.7405226   0.07152449  0.6314676   0.22400166 -0.6503935   0.680806
 -0.00768552  1.338709   -1.0250396  -0.710435  ]"
3881,4166,3,"[ 0.5006793   0.9947834   0.68036413 -0.45490745  1.6740186  -1.533672
 -0.39232212  0.46012583 -1.4684988   1.1611072 ]"
3882,4167,2,"[-0.33366728 -0.6168335   0.66554165  0.91097784  0.06977356  0.49539563
  0.19650434  0.90008485 -0.2980248  -1.3956553 ]"
3883,4168,1,"[ 0.00235101 -1.0153619   0.47118923  0.9278485   0.5887835   0.96731925
  0.33816198  0.2864306  -0.5783968  -0.6037738 ]"
3884,4169,3,"[-0.0452367   1.2675657   0.2750805   1.1151545  -1.2509118   1.539487
  0.69260305  0.32496974 -0.5080468  -2.2110074 ]"
3885,4170,3,"[ 0.25966868 -1.0134696   2.2945232   0.2752987   0.22050853 -0.46644762
  1.6173438   0.5036514  -0.51625365  0.0644469 ]"
3886,4171,3,"[ 1.4703236   0.3339881   0.95471174  0.9919051   0.09064814 -1.3500203
 -0.10467608  0.5649444  -0.51529926  0.03382907]"
3887,4172,1,"[ 1.6796854   0.8411569   1.3571273  -0.40847275  1.3164313  -0.04592725
  0.9573737  -0.08903868  0.03585491  0.92155385]"
3888,4173,1,"[-0.3285946  -1.5477724   0.72788745 -0.16465975 -0.8085164  -1.0776749
  0.9429586   2.1798453   0.09496478 -0.8812517 ]"
3889,4174,3,"[ 0.40383202 -0.24559502  0.7825042  -0.5139464  -1.6168374   0.7817552
  0.5775986   0.87802166 -0.57245106 -1.336425  ]"
3890,4175,1,"[ 0.00731966 -1.6839974   0.80707234 -0.07795918  0.3924262   1.0305948
  0.9205214   0.38217124 -0.7027449  -0.545017  ]"
3891,4176,1,"[ 0.9343793   0.6143271   0.7112513   0.6964064   1.7266177   0.17409107
  0.36601222 -0.6169259  -0.51290137 -2.1108446 ]"
3892,4177,4,"[ 1.1184211   0.59888804  1.0640079   1.5724963   0.66576874  0.6011155
  0.17505358  0.5184981  -0.39449945 -0.19757906]"
3893,4178,1,"[-0.250321    0.45946786  1.4088986   1.0699792  -0.15368855  0.9879284
  0.54750156  0.8336262   0.07788956 -1.2086266 ]"
3894,4179,2,"[ 0.60235715  0.41096285  1.1973518  -0.6092116  -0.27544796 -0.42342174
 -0.39244467  0.9669122  -0.39197537 -0.0173158 ]"
3895,4181,4,"[ 0.82973987 -0.4841311   1.1382078   1.1112989  -0.12577453  0.19470793
  0.22127491  0.33499137  0.33730876 -1.1878512 ]"
3896,4182,4,"[ 0.23775214  0.2993117   1.3800231   0.8587364   0.20216049  0.42773423
  1.0246023   1.5348413   0.11516114 -0.83753645]"
3897,4183,4,"[ 0.51991796 -0.16607286  1.294201    0.6338759  -0.24636397  0.07105422
  0.32692888  1.4238235  -0.8630699  -0.32339475]"
3898,4184,4,"[ 0.35536325  0.27199668  1.029707    1.2704744   1.1571634   0.46081397
  0.25535733  0.08954138  0.29289716 -1.4060997 ]"
3899,4185,2,"[ 0.95885986  0.11539738  0.38800406  0.5447306   1.3112669   0.6654664
  0.16809998  0.21909855  0.08113899 -0.25212425]"
3900,4186,1,"[ 1.1226803   0.1566887   1.0209318   1.3967799  -0.61986864  0.40633455
  0.28551328  1.0205197  -0.43479827 -0.68872774]"
3901,4187,1,"[ 0.9135922  -0.169545    0.5359734  -0.271065   -1.8833016  -0.111745
  0.728451    2.1746662   0.01688345 -1.1935109 ]"
3902,4188,4,"[ 0.6716996   0.25019085  1.1785245   1.0437822  -0.29388165  0.60091263
  0.35156107  0.85798573 -0.36390084 -0.63024896]"
3903,4189,3,"[-0.1671057  -0.46594056 -0.51526     1.2125537   0.54866743  0.17813787
 -0.24533224  1.2277703  -0.11084209 -1.3441309 ]"
3904,4190,2,"[ 0.80197847  0.03027232  0.23554441  1.3562775   0.60686624  0.3908317
  0.70161855  0.9730447  -0.38014746 -0.6952929 ]"
3905,4191,2,"[ 0.38361573  0.32253018  0.6797949   0.74805     0.15607901  0.4734714
  0.4981321   1.2997105  -0.35713345  0.16795386]"
3906,4192,2,"[ 0.94150734  1.1901248   0.96037006 -0.55517936 -0.33962202  1.2703272
 -0.0164516   2.082089   -0.37198958  0.28649288]"
3907,4193,2,"[ 0.74423355 -0.55205244  0.67183656  0.1587364   0.4193975  -0.02255446
 -0.06989712  1.7536585  -0.34291273 -0.6000199 ]"
3908,4194,3,"[-0.8988044   0.46625593  0.00761038  0.53667414  0.02447452  0.5204804
  1.1133107   0.7781468  -1.8559273  -0.12747899]"
3909,4195,4,"[ 0.8259758   0.15606497  1.2887739   0.75046104 -0.43316656  0.70562476
  0.01903907  0.9636595  -0.8172415  -0.00976448]"
3910,4196,1,"[ 0.27875116 -0.614215    0.44536108  1.5069772   0.5468986   0.39601648
  0.84121263  1.0865496  -0.10563914 -0.54577446]"
3911,4197,4,"[ 0.20241615  0.00605192  0.2812218   0.89247435  0.5024991   0.63903004
  0.34346128  1.2339762  -0.0402946  -1.2501299 ]"
3912,4198,1,"[ 1.3184267   0.40686586  0.89386547  0.67038095  1.0498205  -0.8095357
  0.67457724  0.1536158  -0.554506   -0.6172994 ]"
3913,4199,3,"[ 0.25821105 -0.6201264   0.29125023  0.14917015 -0.25265473  0.44047233
  0.25491685  1.1992409  -0.9138948  -1.2014676 ]"
3914,4200,4,"[ 2.1292405   0.49901524  1.6102629   0.1528385   1.764515    0.49478328
 -0.550202   -0.36381328  0.00608728 -0.47028247]"
3915,4201,2,"[ 0.57117325  0.37641007  0.70360315  0.39739272  0.27021202 -1.0277865
  0.28595152  1.2417827  -0.10402539 -0.385301  ]"
3916,4202,4,"[ 1.063914    0.8823219   1.8311253   0.96204835  0.90807     0.63038975
  0.08030296  0.7451825   0.12241823 -0.18285632]"
3917,4203,3,"[ 0.19402014 -0.2494479   0.05832131  1.1608306   1.2027402  -0.9146481
  0.02777707  1.3637329  -0.05226996 -1.4335138 ]"
3918,4204,2,"[ 0.7168081   0.26700923  0.18946542 -0.08061362  0.7487417  -0.18184201
  0.58114386  1.4191711  -0.19624938 -0.28560716]"
3919,4205,1,"[ 1.0451189  -1.3047092   0.20268513 -0.47609034 -0.8928644  -0.17936336
  0.41722968  1.3771192  -0.0064719  -1.5714911 ]"
3920,4206,4,"[ 1.2594318   1.1661178   1.4539604   0.47046983  1.2511588   1.8350043
 -0.8691826   0.66245645 -0.8271234   0.09392474]"
3921,4207,4,"[ 0.4338042   0.57032204  1.8344618  -0.13240126  0.16668326  0.05419635
  0.65372974  1.5728314  -0.6785302  -0.30271065]"
3922,4208,4,"[ 0.6904993   0.18416268  1.2288795   0.8868572  -0.20006455  0.5658883
  0.41393954  0.85139525 -1.0026687  -0.08593822]"
3923,4209,2,"[ 0.32588282  0.05629015  0.463091    0.99722946  0.4220945   0.73188406
  0.75743186  0.721048   -0.07818959 -1.1889712 ]"
3924,4210,1,"[-0.07411693  0.0156921   0.35761485  1.711283    0.88116944  0.60482824
  0.43923458  0.5032536  -0.5348057  -0.93319577]"
3925,4211,4,"[ 1.4295851   2.0325348   0.63098973  0.92440575  1.5932328   0.31148717
 -0.15103504  0.39594954  0.06130794 -1.5470556 ]"
