,id,label,d2v
15655,16918,3,"[ 0.13230011 -0.29716653  0.7316184   1.0377345   0.59706336  1.1785337
  0.34120214  0.81610966  0.11573012 -1.322041  ]"
15656,16919,2,"[ 1.568332    0.26410365  1.088629    0.33292285  1.3882576  -0.13676609
  0.15194038  0.480061    0.06561347 -0.4108858 ]"
15657,16920,1,"[ 1.1503569  -0.12310175 -1.4232328   0.07639004  0.24505676 -0.94195914
  1.0743839   1.2214223  -1.9314702   0.16101302]"
15658,16921,2,"[ 1.1874828  -0.80216354  0.9049851   0.72836137  0.4066721  -0.46327165
  0.4105098   1.3539898  -0.19759588  0.14315395]"
15659,16922,3,"[-1.2801505  -0.66176754  1.1692017   0.24660484 -0.31077865  1.206816
  1.012635    0.5307022  -0.221747   -1.3336557 ]"
15660,16924,4,"[ 1.6741306  -0.18071564  1.3038433   0.48254102  0.5930412   0.05173813
  0.590273    0.11539193  0.39555395 -0.59304625]"
15661,16925,3,"[ 0.8211477  -0.46679726  1.492646    0.37671316  0.13888405  0.59626806
  0.2827808   1.5588049  -0.6026469   0.41158798]"
15662,16926,3,"[ 0.12619697 -0.0724279   2.1222987   1.484506   -0.49416718  0.4114527
  1.3103932  -0.06017458 -0.8901379  -0.57399535]"
15663,16927,2,"[ 1.0523965   0.38882017  0.8171072   1.0449239   0.3945082  -0.03769644
 -0.17554347  0.6917894  -0.944554   -0.15475436]"
15664,16928,1,"[-0.20619246 -0.17487516  0.7329759   1.5669894   0.24542797  0.3053416
  0.33326054  1.2454334   0.13730825 -0.73660177]"
15665,16929,3,"[-0.18879966 -0.44142306  1.1939551  -0.3355817  -0.39080638  0.75638974
  0.4011727   1.6179858  -1.1313949  -0.05559871]"
15666,16931,2,"[ 0.99291915  1.0870694   1.1227434  -0.694101   -0.02357569 -0.64165264
  0.40228447  1.1633259   0.19614448  0.15262125]"
15667,16932,4,"[ 0.7269606  -0.25471258  1.2381762   1.0531151   0.5788009   0.16551635
  0.8010084   0.7610118   0.03285415 -0.447561  ]"
15668,16933,3,"[ 0.66796124 -0.18526855  0.15688947  0.8897782  -0.25401166 -0.9387754
 -0.25445646  0.9653519  -0.88935614 -1.051656  ]"
15669,16934,3,"[ 0.94819695  0.9985558   1.8271774   1.2589297   0.76053137  0.9592022
  0.5439583  -0.7261584  -0.6867439  -0.8899273 ]"
15670,16935,2,"[ 1.3561947  -1.0410556   0.5712175   0.30480587 -0.06423379 -0.24763402
  0.7202413   1.5119444   0.3407723  -1.0404142 ]"
15671,16936,3,"[-0.28218246  2.152929    0.6382403   0.47034433  0.03898861 -0.2289059
 -0.10233817  0.75090134 -0.92951596 -1.4540385 ]"
15672,16937,3,"[-0.11671087 -0.60151577  0.7713967   0.19744314 -0.04681546  0.49670702
  0.62116617  1.2286743  -0.37792993 -0.8446045 ]"
15673,16938,4,"[ 1.8367658   0.18172382  0.93598026  0.90989316 -0.52895695  0.3508211
 -0.48811793  1.4085377  -0.5029746   0.1622641 ]"
15674,16941,3,"[ 0.6227359   1.066852    1.1071151   1.7025019   1.0666598   0.45349884
  0.60618156 -0.25114557 -0.68642914 -1.2418641 ]"
15675,16942,3,"[ 0.6610922   0.09171915  0.80572104 -1.0637792  -0.8187859  -0.27041528
 -0.275599    1.3525343  -1.9123622  -0.5012363 ]"
15676,16943,2,"[ 0.6149132   0.15025255  0.4488289   0.6444348   0.9526117   0.16605833
  0.43856123  1.1992601  -0.15568705 -0.9909062 ]"
15677,16944,3,"[ 0.4383072  -1.1755275   0.48592663  0.13722426 -1.4045264  -0.54210746
  0.42390198  1.804896   -0.25608912 -1.3995405 ]"
15678,16945,2,"[ 0.34842193 -0.31985393  1.2199374   0.71945953 -0.03228354 -0.10713112
  0.7628418   1.3160493   0.03007472 -0.10819945]"
15679,16946,1,"[ 0.6679607   0.06199684  0.9986363   1.1794877   0.28941724  0.16024141
  0.15743364  0.47843844 -0.79621536 -0.6839299 ]"
15680,16947,3,"[ 1.0642089   1.0732563   0.9828537   1.9932761   1.5526047  -0.74487036
  1.0180627  -1.2078816  -0.6732139  -1.5467607 ]"
15681,16948,2,"[ 0.8763867   0.47035074  0.9541179   1.0482912  -0.34261045 -0.05430053
 -0.35150832  0.93914676 -1.032786   -0.22421508]"
15682,16949,3,"[ 0.05874444  1.2476697   1.6789128   0.6259677   0.7806918  -0.40694794
  0.36098748  0.44410574 -0.19312373 -0.48214027]"
15683,16951,2,"[ 0.67206985  0.23250544  0.5169345   0.70928675  0.4411895   0.03854684
  0.4704894   1.295523   -0.20425698  0.02896869]"
15684,16952,4,"[ 0.53968215  0.21662967  1.1405305   0.5787597  -0.27353466  0.1455122
  0.1193846   1.4615486  -0.8531284  -0.24609554]"
15685,16953,4,"[ 0.9125723   0.15065683  1.2319599   1.1053059  -0.15673602  0.74209434
  0.922129    0.55993766 -0.83318645 -0.00426821]"
15686,16954,4,"[ 0.6258686  -0.19597976  1.2803122   0.65479887 -0.13395001  0.9739293
  0.0478977   1.317894   -0.665023   -0.67605   ]"
15687,16955,4,"[ 0.4423421  -0.10355068  1.4591181   1.0759817  -0.24105881  0.8887244
  0.13620414  0.82632726 -0.39857888 -0.3827822 ]"
15688,16956,4,"[ 0.6809381   0.2561806   0.83025545  1.3891052  -0.10284662 -0.20061938
  0.55164635  0.8441406   0.34988207 -0.20827901]"
15689,16957,3,"[-0.98269534 -0.1408897   0.36779875 -0.13831648 -0.18964136 -0.00958556
  1.2329276   0.8162054  -0.7788676  -1.5381002 ]"
15690,16958,3,"[ 0.05471801  0.4251143   1.6262398   0.7888666   0.08242349  0.43116102
  0.8846204   0.6879725   0.2995386  -0.82945645]"
15691,16959,3,"[ 0.07309928 -0.1531041   1.242474    0.82410526 -0.8808657   1.363954
  1.6801639  -0.04336013 -0.9982778  -0.41232488]"
15692,16960,2,"[ 1.4053885   0.54045004  0.79157287 -0.09683761  0.6384881  -0.02797013
  0.4736732   1.2649406  -0.4750419   0.01815487]"
15693,16961,3,"[-0.09331615 -0.37417167  0.27387553  0.986746   -0.6748363  -0.23579276
 -0.09970964  1.7442886   0.03291332 -0.8922041 ]"
15694,16962,3,"[-0.6861507   0.05026144  1.448629    0.33724603 -1.1449058   0.0935626
  1.2324976   0.678016   -0.23218486 -0.8905645 ]"
15695,16963,3,"[-2.4502916   0.75893193  1.552072    2.5842261  -2.7124329   0.454093
  0.57505226  0.2578555  -1.0047344  -1.2600478 ]"
15696,16964,4,"[-0.4738859   0.6084777   0.40439022  1.7735064  -0.3265444   0.26268262
  0.6664029   0.77079535 -0.32119238 -1.2070471 ]"
15697,16965,2,"[ 0.28651944  0.12963074  0.43496072  0.51595473  0.19012782 -0.28064328
  0.53713435  1.5537919   0.24445218 -0.40236577]"
15698,16966,2,"[ 0.9221127   0.7050245   1.3416053   0.57176644 -0.2775168   0.00241001
 -0.02208674  0.66858727 -0.55711573  0.15120393]"
15699,16967,4,"[ 0.6952291  -0.7678303   1.1536428   1.7573972   0.37780002  0.26968205
  0.18405922  0.5995038  -0.16083504 -0.7665104 ]"
15700,16968,2,"[ 0.6998956  -0.1435101   0.77095634 -0.33276796 -0.33699602 -0.02096897
  0.32476032  2.206415   -0.59265083 -0.01146224]"
15701,16969,4,"[ 3.94344866e-01 -1.05242476e-01  6.41057670e-01  1.05056596e+00
 -1.88443586e-02  2.67618598e-04  4.34437782e-01  1.29084229e+00
 -9.55431283e-01 -9.17414904e-01]"
15702,16970,2,"[ 0.29033154 -0.7312891   1.3232771   1.2481863  -0.45561633  1.0087775
 -0.12517981  0.01827207 -0.77044135 -1.072861  ]"
15703,16971,4,"[ 0.19188724  1.6179961   0.6142856   1.8365347  -0.05194694  0.97271866
  0.23010877 -0.01443134 -0.86202693 -2.1926737 ]"
15704,16972,4,"[ 0.8844676   1.2292147   0.6622586   0.76575977  0.28587806 -0.21034561
 -0.80474526  1.472825   -0.39474472 -0.25044543]"
15705,16973,2,"[ 0.6180702   0.5767829   0.7365528  -0.00242801  0.37351626 -0.652015
  0.35672656  1.6006811   0.07375683 -0.24762689]"
15706,16975,4,"[ 0.42157584 -0.18977432  1.2011828   0.9603777   0.27618295  0.40355775
  0.29754463  0.3374419   0.5004753  -0.81643015]"
15707,16976,4,"[-0.27297238  0.23068835  0.3750558   1.0336226   0.33676606  0.4785288
  0.37538314  1.207432   -0.45808622 -0.8206967 ]"
15708,16977,2,"[ 1.4016091  -0.3376037   0.76743054  0.33129755  0.30350065  0.4105826
  0.11127321  1.1201543   0.35658902 -0.985957  ]"
15709,16978,2,"[ 0.6151883   0.11389788  0.566353   -0.10497066 -0.6837473  -0.35334513
  0.6999503   1.7602383   0.14031436 -0.97155625]"
15710,16979,1,"[-0.84824014 -0.24547793 -0.13782954  0.6809304  -0.05311858  0.71507984
  1.2513813   0.5500586  -1.9732158  -0.06296438]"
15711,16980,4,"[ 0.72897714  0.0193029   0.43216497  1.7837112   0.20711644 -0.41799295
  1.1204752   1.0886476  -0.02028267 -1.6063503 ]"
15712,16981,3,"[ 0.04264068  0.38748184  1.7844301   0.98091334 -1.1257539   0.86964685
  0.48879328  0.41734552 -1.0686121  -0.12198585]"
15713,16982,2,"[ 1.4099702   0.3738089   0.7308596   0.09294902 -0.16841434 -1.28894
 -0.1093619   1.2316641  -0.90140665  0.14443669]"
15714,16983,3,"[-0.26076296 -0.49963954  1.1235818  -0.81108844 -1.2734628   0.06460841
  0.8874387   1.4838454  -1.4728075  -0.34580687]"
15715,16984,3,"[ 0.23884557 -0.79019314  0.60382414  1.2714372  -1.1834155   0.60499525
  0.129344    0.92328095 -0.79249334 -1.6979737 ]"
15716,16985,2,"[ 0.8267625  -0.15996315  0.24662004  0.8343851   0.7726404   0.5838005
  0.38143462  1.0640755  -0.47587043 -0.00659425]"
15717,16986,3,"[-0.1000319   0.21293804  1.4130988  -0.06443536 -0.13154781  0.6258476
  1.103004    1.2934749  -0.5006639  -0.03926012]"
15718,16987,1,"[ 1.0850642   0.54697484  1.0819932   1.3447883   1.0577048   0.19349088
  0.71800476 -0.19494809 -0.43904674 -1.935863  ]"
15719,16988,2,"[ 1.5593388   0.46952048  1.1395563   0.99377894 -0.01216654 -0.13979526
 -0.4992828   0.2258556  -0.62338746  0.32157668]"
15720,16989,2,"[ 0.54786074  0.34565473  0.32919818  0.21906191  0.20853464  1.3969467
  0.17429675  0.75172657 -0.16315803 -0.9044366 ]"
15721,16990,4,"[ 0.43314806 -0.20280208  1.1482531   1.508502    0.74780256  0.09498453
  0.74666625  0.7043738  -0.24891396 -0.02195588]"
15722,16991,4,"[ 0.82756644  0.5757706   1.3555642   1.5176183   0.19214062  0.30133414
 -0.42760137  0.32710028 -0.18443123  0.26829135]"
15723,16992,4,"[ 0.9265874   0.25171527  0.7728819   1.076207   -0.30817583  0.72984946
 -0.56266826  0.9276442  -0.50177926 -0.53938466]"
15724,16993,3,"[ 0.23520431 -0.88533324  0.28088093 -0.43769884  0.06922073  0.68442845
  0.29240713  1.2293898  -0.567539   -1.8775091 ]"
15725,16995,4,"[ 1.0085692   1.141538    1.0063739   1.1682692   0.81803155  0.581211
 -0.11761811  0.6973627   0.540836   -1.5012132 ]"
15726,16997,2,"[ 0.71753806  0.29925027  0.21248949  0.16536355 -0.08913036 -0.37998727
  0.90839463  1.3333514   0.15072726 -0.103822  ]"
15727,16998,4,"[ 0.2855815  -0.3469535   0.75387824  1.5201144   0.76380295 -0.25131524
  0.5037749   1.0497092  -0.29995397  0.5060366 ]"
15728,16999,2,"[ 0.8803168   0.20884745  0.8620616   0.3109735  -0.2037161  -1.0226191
 -0.08061003  1.1866981  -0.73357487 -0.14479125]"
15729,17001,3,"[ 0.08016384 -0.537887    1.4910887   0.04170009 -0.9676662   0.01915595
  1.0725777   0.11842758 -1.6014258  -0.92700046]"
15730,17002,3,"[-0.6878293   0.09895322  1.9162453   0.7849847  -1.1668845   1.3561207
  1.63149     0.58546156 -1.2794266  -0.27756792]"
15731,17003,3,"[-0.00954142  0.5158859   1.0399088   1.5410365  -0.05889144  0.7655789
  0.90495044  0.7365928  -0.33706588 -0.66820353]"
15732,17004,2,"[-0.01418562  0.97653484  1.6037618   1.0692872   0.59666437  0.446404
  0.5496765   0.7943772  -0.05703849  0.05224391]"
15733,17006,2,"[-0.08125293 -0.12919244  1.5154585   0.30384737 -0.10025833  0.29967073
  1.035891    1.0637255  -0.72309834 -0.24450813]"
15734,17007,2,"[ 1.4132702  -1.3204771   1.2579384  -0.46233943  0.3760191  -0.4377584
  0.8271064   2.5892398   0.46119133  0.02748112]"
15735,17008,3,"[-0.08776703 -0.52269185  1.4904029   1.1517248  -0.6157298   0.5716231
  0.68263936  0.7981946  -0.7432507  -0.7506904 ]"
15736,17009,4,"[ 1.0027447  -0.53327936  1.5790871   0.25388223 -0.6409657   0.50895905
  0.14298975  0.10564893 -1.3036684   0.34933823]"
15737,17010,2,"[ 1.003524   -0.47345683  0.57439446  0.12544398 -0.06036117 -0.33153433
 -0.9826609   1.5763972  -0.6129037  -0.30536035]"
15738,17011,4,"[ 0.50095195  0.93380415 -0.8045689   0.20265299  0.44317287 -0.06196574
  0.35751405  2.3168943  -1.5379807   0.86265886]"
15739,17012,3,"[-0.44305903 -0.45812798  1.7168422  -0.3116087  -0.0659354   0.3987261
  1.1654466   1.0879554  -0.7989321  -0.34490418]"
15740,17014,2,"[ 0.18603978 -0.42373124  0.05768299 -0.18132088  0.7322774   0.21382174
  0.25042894  1.0600747  -1.2196313  -0.59520704]"
15741,17015,1,"[ 1.1720097   0.1397457   0.10788079  0.05836787  0.69053066  0.32797295
  1.86536     0.10557128 -1.845282   -0.07700952]"
15742,17016,1,"[ 1.0118123   0.07072587  0.6900881  -1.319138   -0.02892735  1.1588324
  0.37569815  0.46206495 -1.1377141  -1.1314946 ]"
15743,17017,3,"[ 0.7505494  -0.5244215   0.6854399   0.57525253 -0.05935953 -1.5553682
  0.43634865  1.2073674  -1.2696869  -0.3378183 ]"
15744,17018,4,"[ 0.58767617  0.79446006  0.3836227   0.31224057  0.8190943  -0.5175622
  0.7467443   0.892491   -0.4098276   1.1167442 ]"
15745,17019,3,"[ 0.61361784 -1.6114495   0.08729248  1.0442052  -0.12622781  0.06712813
 -0.31523862  1.5248963   0.16216427 -1.6533768 ]"
15746,17020,1,"[ 0.21213067 -0.2719875   0.7447403  -0.48992848 -0.1624246   0.13515687
  0.50259554  1.1180036  -0.0706652  -1.3589087 ]"
15747,17021,4,"[ 0.54013747  0.07713103  0.8339384   1.160352    0.9336502   0.17735013
  0.40408018  0.64574564 -0.169751   -0.80802995]"
15748,17022,1,"[ 0.71572316 -0.19907498  0.424452    0.7016312  -0.2933045  -1.2360227
 -0.636596    1.391046   -0.9015541  -1.045788  ]"
15749,17023,3,"[ 0.9554195   0.57532316  1.6793181   1.9720471   0.26142284  0.62567157
  0.07951747  0.08610824 -0.2747338  -1.0299714 ]"
15750,17024,2,"[-0.03905501 -0.9343976   1.0483034   0.15436311  0.07907624  0.9101596
  0.9578787   1.2248257  -0.11690159 -1.0159234 ]"
15751,17025,2,"[ 0.9610988   0.08493607  0.7484556  -0.07142251  0.00500238 -0.42831427
 -0.7655511   1.158068   -1.1963918   0.38279492]"
15752,17026,4,"[ 0.6642792  -0.07798243  1.4586209   0.7478031  -0.22701754  0.5343744
  0.29167604  0.62226325 -0.96945983 -0.48558748]"
15753,17027,4,"[ 0.29108474  0.47223055  1.0451623   0.9549848  -0.07315271 -0.21566758
  0.43330052  1.2502602   0.20805733 -0.51401705]"
15754,17028,3,"[-0.33337262  0.20877664  0.95249534  0.6213944   0.33285782  0.6206062
  1.0625333   0.70711416 -1.1120284  -0.05460036]"
15755,17029,2,"[ 1.4736155  -0.09312164  0.68547976  0.20290183 -0.04233052 -1.1858811
 -0.23506431  2.0069354  -0.71966654 -0.17907098]"
15756,17030,2,"[ 0.550515    0.46623272  1.1682638   0.8374369  -0.1571394   0.34667143
  0.38636264  1.0741159  -0.13335185 -0.89293456]"
15757,17031,3,"[ 0.40790272  0.34377843 -0.22243385  0.15812787  0.80135524  0.03043621
 -0.30455455  1.3024656  -0.582502   -1.0609109 ]"
15758,17032,2,"[ 0.63421327  0.37274975  1.0187181   1.0697877  -0.09262123  0.18890528
  0.11997619  1.217488   -0.8830432  -0.6950977 ]"
15759,17033,2,"[ 0.69792646 -0.31636465  1.3347646   0.7502747  -0.55607957  0.07673336
  0.42445496  1.1627294  -1.1303068  -0.12743068]"
15760,17035,2,"[ 0.87468916 -0.90250653 -0.7048013   1.0050056   0.22472422 -0.90021616
  0.5149031   1.695494   -1.050457   -0.48148993]"
15761,17036,3,"[ 0.2748316 -0.002803   0.8158576  1.0331248 -1.0858834  0.1675203
  0.2991483  1.2628194 -1.0440631 -1.134956 ]"
15762,17037,4,"[ 0.59744495 -0.22789784  0.6805062   1.2497306   0.4896955   0.89201045
  0.801749    1.355117   -0.12064385 -1.0501587 ]"
15763,17038,4,"[ 1.1374211   0.4439144   1.1968446   1.2256593   0.31963077  0.6162483
  0.26138395  0.78937423 -0.3574357  -0.3301869 ]"
15764,17040,2,"[ 1.5203941  -0.3334187   0.4125687   0.87846845 -0.24599183 -0.85663676
  1.2654996   0.50685203  0.4696207  -0.89977133]"
15765,17041,4,"[ 0.14537545  0.2477566   1.4159501   0.84415436 -0.06691758  1.1837683
  0.5336365   1.4657233  -0.47507846 -0.2981656 ]"
15766,17042,2,"[ 0.9882338   0.4739191   0.550019    0.67513305 -0.37369347 -1.2824756
 -0.1645608   1.5387185  -0.39955288 -0.37381303]"
15767,17043,3,"[ 0.23164771 -0.16189064  1.5466226  -0.3902696  -0.26599702  0.13725202
  0.80299205  1.3414993  -1.5778435   0.47731668]"
15768,17044,4,"[ 0.61159915  0.1779524   0.8799647   0.62073874  0.23641984  0.37658468
  0.43036705  0.90617245 -0.11391648 -0.45664296]"
15769,17045,2,"[ 0.8466253   0.7908642   1.1448092   1.0702525  -0.7168347   0.33442318
  0.10064232  1.337951   -0.4508902  -0.19820242]"
15770,17046,3,"[ 0.5092292  -0.12285192  0.6749035  -0.04670172 -0.18254466 -1.0763437
 -0.7248051   0.57760876 -1.4502133  -0.24474458]"
15771,17047,2,"[ 0.2585776   0.7815625   0.7667414  -0.27633867  0.13533074  0.35084593
  0.6631619   1.3752973  -1.2226158  -0.92902035]"
15772,17048,4,"[ 0.36358324  0.47463423  1.1633748   1.2929224  -0.24066125 -0.3075177
  0.2892191   0.73523307 -0.13798304 -0.57773656]"
15773,17049,1,"[ 0.65492237  0.27063745  0.14439079  1.4139419   2.5114315  -0.05248223
  0.24212532 -0.21330073 -0.00591773 -2.0489135 ]"
15774,17050,2,"[ 0.589834   -0.84147704  0.70026356  0.6265505   0.5745041  -0.3242921
  0.35629234  1.0516508  -0.14397378 -0.55159396]"
15775,17051,2,"[ 1.4248965   0.01003474  0.69712085  0.1574286  -0.12664773 -1.236512
 -0.31159484  1.3191023  -1.0457082  -0.05850543]"
15776,17052,4,"[-0.02735293  1.1004622   1.55008     0.09161715  0.30732754  1.1889815
  0.92191166  0.7658826  -0.07452859 -0.15459178]"
15777,17053,2,"[ 0.42916676  0.3886799   1.3242289   0.93350655 -0.6796542   0.24768586
  0.30606085  0.9782154  -0.99699605 -0.19652286]"
15778,17054,4,"[ 1.608396   -0.46726647  0.64975744  1.243234   -0.37490603  0.2443223
 -1.3175865   0.9053885  -0.9317543  -0.35324165]"
15779,17055,4,"[ 1.1886985   0.28666678  0.6909964   0.5392648   0.04332497  0.09294254
  0.34850794  0.75132346 -0.11269128 -0.87228614]"
15780,17056,4,"[ 0.23555185  0.09474345  1.5158293   0.40285227 -0.2058866   0.01239098
  0.01054442  1.5993248   0.30656886  0.1471893 ]"
15781,17057,2,"[ 0.7589382   0.04505238 -0.7431275   1.7914765   0.38495433  0.3320902
  1.3723252   1.0464258  -0.7355989  -0.5972391 ]"
15782,17058,2,"[ 0.96590585 -0.22172235  0.06418187  0.41598207  0.20780079 -0.4612156
 -1.0247921   1.5988929  -0.8295435  -0.8849079 ]"
15783,17059,2,"[ 0.58258104 -0.07740166  0.7726646   0.87070507  0.33072767  0.14610744
  0.44365007  1.0619414  -0.22703555 -0.8215775 ]"
15784,17060,2,"[ 0.53723484  0.22614978  1.0895809   1.0950309  -0.4558873   0.357705
  0.12220312  1.2892182  -0.7855127  -0.5508469 ]"
15785,17061,1,"[ 0.80173296 -0.18502223  1.767461    0.61689264  0.0902584  -0.17023179
  1.1928961   0.9906366   0.11153588  0.47379968]"
15786,17062,2,"[ 1.6932389   0.1483382   1.0509981   1.7262863   0.97042316  0.78113014
 -0.5534512  -0.22663921  1.2819817  -0.5351297 ]"
15787,17063,3,"[ 0.44268653 -0.03757826  0.59843934  1.051616    0.39808533  0.84130234
  0.5731573   0.9858328  -0.2818056  -0.97312903]"
15788,17064,3,"[-0.21663994  1.4838867   1.1332172  -1.1311702  -0.72971445  2.273543
  1.1198924   0.38293672 -1.5672309   0.18002398]"
15789,17065,4,"[ 0.5307985   0.16835463  1.4680651   1.1243172   1.1301677   0.5620432
  0.2156575   0.8060147   0.01380748 -0.31900266]"
15790,17066,4,"[ 0.29418457  0.24025607  0.9802055   0.9237089   0.10272481  0.02956981
 -0.14570908  0.9350101  -0.14617759 -0.8221512 ]"
15791,17067,1,"[ 2.328896    0.41979975  1.603472   -1.006146    0.4871099   1.7175629
  2.1533608  -0.02152831 -0.7014166   2.0468998 ]"
15792,17068,2,"[-0.17746301 -1.7754889   0.40777075  0.9803748  -0.7936512  -0.5081783
  0.07906469  2.6846101  -0.19470224 -0.8512183 ]"
15793,17069,4,"[ 0.7578944  -0.04517707  0.20567696  1.3731945   0.4797902  -0.29568896
  0.5960355   1.5722454  -0.37714663 -0.7271369 ]"
15794,17070,2,"[ 0.09029751  0.8687747   1.0481211  -0.02192866  0.1558127   0.9282868
  0.20548692  0.59615207 -0.8757841  -0.74232894]"
15795,17071,3,"[ 0.18239152 -0.21260929  1.28801     0.563784   -0.53856254  0.5917785
 -0.13282727  1.0736653  -1.4839435   0.05282929]"
15796,17072,2,"[ 1.3368034   0.28509742 -1.0211433   1.6064546  -0.24510661  0.76229703
  0.5252788   0.96497667 -1.7518498  -0.03131984]"
15797,17073,2,"[ 0.03002848 -0.18529879  0.5859341   1.0527501   0.3506084   0.4915048
  0.74717075  1.246915   -0.21562362 -1.0880505 ]"
15798,17074,2,"[ 0.1491928  -1.1334407   1.450784   -0.28788736 -0.32417697  0.2658998
  1.1697556   0.86149555 -1.3917639   0.04554517]"
15799,17075,3,"[-0.15395945 -0.1690799   0.78954214  0.570266    0.30201483 -0.14063883
  0.2308992   1.3615404   0.24971657 -1.0946352 ]"
15800,17076,4,"[ 0.9692323   0.02208038  0.6884866   1.1046052   0.21198578 -0.7235482
  0.85011095  0.9692751  -0.18788382  0.40047887]"
15801,17078,2,"[ 0.92187357 -0.59662914  1.3447226   1.415442   -0.2479895   0.22323588
  0.29366136  0.9437505  -0.51569694 -0.5783042 ]"
15802,17079,4,"[ 0.5625806   1.0933418   0.34627336  0.10537165  0.517655    2.182627
 -0.92824644  0.6180101  -0.03642474 -2.9583352 ]"
15803,17081,1,"[-0.01098793 -0.8716383   0.8547824   0.70392317  0.55362684  0.86696744
  1.0875118   1.0310389  -0.51191986 -0.6879984 ]"
15804,17082,2,"[ 0.4961914  -0.5651755   0.8219573   0.7347205   0.23128237  0.3538314
  0.5422925   1.1394582  -0.48249695 -0.5892207 ]"
15805,17083,2,"[-0.35878485  0.7491811   1.3757839   1.1239434   0.05140788  0.09273456
  0.63227123  0.98578656 -0.02312307 -1.1369913 ]"
15806,17084,3,"[-0.41553274  0.18874869  1.1690781   0.6571559  -2.069406    0.9629095
  0.8607818  -0.01000061 -1.210085   -1.7294023 ]"
15807,17085,4,"[ 0.3254652  -0.19398274  1.7599446   0.3804625  -0.3656691   0.25454956
  0.8028357   0.9247303  -0.68392456  0.32313392]"
15808,17086,3,"[ 0.21432905 -0.43557188  1.788442   -0.07671214 -1.4719496  -0.4552976
  2.0710866   0.579619   -2.154417   -0.10816344]"
15809,17087,4,"[-0.5240226  -1.2803974  -0.14805816 -0.38333824 -0.23827422  1.169448
  2.1573412   0.28476146 -2.9368439   1.3236457 ]"
15810,17089,4,"[-0.19027722  0.5464039   1.4873009   0.6259839  -0.5275888  -0.40608472
  0.5436707   1.6556381   0.602441   -0.47408327]"
15811,17090,2,"[ 0.91366625  0.68964344  0.82559747  1.5414587  -0.3024643   0.18300287
  0.10494421  1.1050035  -0.7195711  -0.7957966 ]"
15812,17091,4,"[ 0.81773275  0.13873261  0.95910555  0.96563584  0.9994617   0.15675588
  0.5227017   0.97008026 -0.6523378   0.26302633]"
15813,17092,4,"[ 0.24866645  0.23188502  1.2620082   0.6684324  -0.1675941   0.08184447
  0.15692039  0.8608512  -0.06747443 -1.0903766 ]"
15814,17093,2,"[ 1.2802395   1.3982121   0.19570841 -0.8195158   0.24886034 -1.3638886
  1.9528201   1.6771381   0.32439503  0.13290432]"
15815,17094,4,"[ 0.790987   -0.33233854  1.2911078  -0.97202116  0.12140314  0.10638849
  0.02069352  0.9144334  -1.4032203   0.40473714]"
15816,17096,2,"[ 0.38377157  0.21881872  1.1231983   0.71626204 -0.26080206  0.7845457
 -0.39458284  1.4073445  -0.7886715  -0.6195311 ]"
15817,17097,3,"[ 0.19769482  0.5427675   1.4420831   0.03218945 -0.63011515 -1.176065
  0.63961345 -0.9872608  -2.186195   -0.07042067]"
15818,17098,4,"[ 0.6283524   0.52412045  0.69140047  1.1277333   1.0650834   0.0567996
 -0.08555012  0.9127158   0.06957354 -0.28897148]"
15819,17099,2,"[ 1.3741403   0.09366713  0.70178205  0.6979356  -0.83527356 -0.6057252
  0.21400942  1.7677577   1.02132    -0.4665082 ]"
15820,17100,3,"[ 0.20445985 -0.7495122   0.94148445  1.5953658  -1.0903326   0.27572787
  0.6084094   0.60351795 -0.9101886  -0.9266575 ]"
15821,17101,3,"[ 0.4526485   0.9003712   0.50675595 -0.70318466 -1.8301964  -0.8627642
 -0.46002498  1.3591328  -1.7124746  -1.0592128 ]"
15822,17102,1,"[-0.98000336 -0.55677617  1.4115251  -0.3566496  -0.712382    1.0558503
  2.3079557  -2.883106   -2.7060053  -1.445561  ]"
15823,17103,1,"[ 0.7298959  -0.77370197  1.1246299   1.2071608  -0.6316897   0.39424926
  0.14645329  0.77527255 -0.72684556 -0.6080374 ]"
15824,17104,3,"[ 0.12764959  0.8433225   0.6895516  -0.05572448 -0.72143424  0.14280398
  1.2014378   2.0779886  -0.39634132  0.9990463 ]"
15825,17105,2,"[0.29726556 0.48455048 1.3274877  0.2919631  0.19125272 0.1829487
 0.5825603  0.9730487  0.30233717 0.21079864]"
15826,17106,4,"[ 0.36761048 -0.0325691   0.6557099   0.9718488   0.24371324 -0.22762313
  1.1696831   1.3757532  -0.14273646 -0.71914345]"
15827,17107,1,"[-0.59526515  0.27088594  1.3645525   0.71521264  0.30951822 -0.32010016
  0.47146145 -0.7457694  -1.2854729   0.4905946 ]"
15828,17108,3,"[ 8.4555823e-01  1.8840554e-05 -4.9547783e-01 -8.0367821e-01
 -1.8073937e+00  7.4519478e-02 -4.5954552e-01  2.2306767e+00
 -5.2651048e-01 -1.4485079e+00]"
15829,17110,4,"[ 0.90203774  0.34838063  1.6832937   1.5454457   0.19804777  0.66612405
  0.26208612  0.42676476 -0.03811529 -1.1399429 ]"
15830,17111,3,"[ 0.37200165  0.69184566  0.39505237 -0.680079    0.1774855  -1.0935581
  1.4450842   2.100494   -1.129354    0.42034167]"
15831,17112,2,"[ 1.3598038  -0.33039007  1.0587624   0.1028223  -0.42587838 -0.2468952
  0.16171198  1.7201021  -0.56938434 -0.05125684]"
